file,status,applied,had_frontmatter,changes,error
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\011726.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/011726.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\011826.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/011826.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\011926.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/011926.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\012026.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/012026.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\012426.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/012426.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\012626.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/012626.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\012726.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/012726.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\022626.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/022626.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\040726.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/040726.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\040826.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/040826.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\040926.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/040926.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\050126.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/050126.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\121825.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/121825.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\121925.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122025.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122025.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122125.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122125.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122225.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122225.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122325.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122325.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122425.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122425.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122525.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122525.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122625.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122625.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122725.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122725.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122825.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122825.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\122925.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/122925.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\123025.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/123025.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\123125.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/123125.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\_audit\dataview_audit.md,changed,no,yes,fixed path -> liberal_arts/personal_development/daily_journal/_audit/dataview_audit.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\daily_journal\daily_journal_index.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\00_dashboard\employment_dashboard.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/00_dashboard/employment_dashboard.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\02_applications\first_american_customer_support_project_coord.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> liberal_arts/personal_development/employment/02_applications/first_american_customer_support_project_coord.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\02_applications\robert_half_helpdesk.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/02_applications/robert_half_helpdesk.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\03_interviews\workforce_intake_2025-12-17.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/03_interviews/workforce_intake_2025-12-17.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\04_agencies_staffing\acs_staffing.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/04_agencies_staffing/acs_staffing.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\04_agencies_staffing\basilius_executives.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/04_agencies_staffing/basilius_executives.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\04_agencies_staffing\consolidated_staffing.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/04_agencies_staffing/consolidated_staffing.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\05_wioa_workforce\wioa_case_status.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/05_wioa_workforce/wioa_case_status.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\06_documents\fast_cash_paths.md,changed,no,no,fixed path -> liberal_arts/personal_development/employment/06_documents/fast_cash_paths.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\career_development_networking_strategies.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/career_development_networking_strategies.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\interview_q_and_a_datavant.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\job_search_log.md,changed,no,yes,renamed grok_ctx_reflection -> ctx_grok_reflection; fixed path -> liberal_arts/personal_development/employment/job_search_log.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\employment\resume_master.md,changed,no,yes,fixed path -> liberal_arts/personal_development/employment/resume_master.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\exercise\beginner_workout_plan.md,changed,no,no,fixed path -> liberal_arts/personal_development/exercise/beginner_workout_plan.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\projects\javascript_projects\javascript_apis.md,changed,no,yes,fixed path -> liberal_arts/personal_development/projects/javascript_projects/javascript_apis.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\projects\q1_2026_execution_charter.md,changed,no,yes,,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\personal_development\projects\the-lion-of-anacostia-overview.md,changed,no,yes,fixed path -> liberal_arts/personal_development/projects/the-lion-of-anacostia-overview.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\critical_theory\technofeudalism\summary_of_technofeudalism.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/book_summaries/critical_theory/technofeudalism/summary_of_technofeudalism.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\critical_theory\technofeudalism\technofeudalism_outline_nb_lm.md,error,no,,,"while constructing a mapping
  in ""<unicode string>"", line 7, column 10:
    updated: {{date:YYYY-MM-DD}}
             ^
found unhashable key
  in ""<unicode string>"", line 7, column 11:
    updated: {{date:YYYY-MM-DD}}
              ^"
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\critical_theory\technofeudalism\technofeudalism_what_killed_capitalism.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/book_summaries/critical_theory/technofeudalism/technofeudalism_what_killed_capitalism.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\critical_theory\technofeudalism\varoufakis_technofeudalism_notes.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/book_summaries/critical_theory/technofeudalism/varoufakis_technofeudalism_notes.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\the_black_president\manifest.md,changed,no,no,fixed path -> liberal_arts/reading_journal/book_summaries/the_black_president/manifest.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\the_black_president\source_notes\the_black_president_summary.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/book_summaries/the_black_president/source_notes/the_black_president_summary.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\book_summaries\the_black_president\summaries\summary_of_the_black_president.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/book_summaries/the_black_president/summaries/summary_of_the_black_president.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\deep_research\black_panther_party_archival_scroll.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/deep_research/black_panther_party_archival_scroll.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\deep_research\compromise_of_1877\ompromise_of_1877_scroll.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/deep_research/compromise_of_1877/ompromise_of_1877_scroll.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\deep_research\michael_brown_ferguson_deep_research.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/deep_research/michael_brown_ferguson_deep_research.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\scholarly_reading_journey.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/scholarly_reading_journey.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_journal\scholarly_reading_protocol.md,changed,no,yes,fixed path -> liberal_arts/reading_journal/scholarly_reading_protocol.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\107_days.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/107_days.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\a_dream_deferred_jesse_jackson_and_the_fight_for_black_political_power.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/a_dream_deferred_jesse_jackson_and_the_fight_for_black_political_power.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\a_map_to_the_door_of_no_return_notes_to_belonging.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/a_map_to_the_door_of_no_return_notes_to_belonging.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\a_new_earth_create_a_better_life.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/a_new_earth_create_a_better_life.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\a_protest_history_of_the_united_states.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/a_protest_history_of_the_united_states.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\a_short_account_of_the_destruction_of_the_indies.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/a_short_account_of_the_destruction_of_the_indies.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\abundance.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/abundance.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\african_american_history_a_very_short_introduction.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/african_american_history_a_very_short_introduction.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\african_founders_how_enslaved_people_expanded_american_ideals.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/african_founders_how_enslaved_people_expanded_american_ideals.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\algebra_survival_guide_a_conversational_handbook_for_the_thoroughly_befuddled.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/algebra_survival_guide_a_conversational_handbook_for_the_thoroughly_befuddled.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\amplified_holy_bible_captures_the_full_meaning_behind_the_original_greek_and_hebrew.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/amplified_holy_bible_captures_the_full_meaning_behind_the_original_greek_and_hebrew.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\an_indigenous_peoples_history_of_the_united_states_10th_anniversary_edition.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/an_indigenous_peoples_history_of_the_united_states_10th_anniversary_edition.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\assata_an_autobiography.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/assata_an_autobiography.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\attack_from_within_how_disinformation_is_sabotaging_america.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/attack_from_within_how_disinformation_is_sabotaging_america.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\autocracy_inc_the_dictators_who_want_to_run_the_world.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/autocracy_inc_the_dictators_who_want_to_run_the_world.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\before_elvis_the_african_american_musicians_who_made_the_king.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/before_elvis_the_african_american_musicians_who_made_the_king.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\behind_the_scenes_or_thirty_years_a_slave_and_four_years_in_the_white_house.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/behind_the_scenes_or_thirty_years_a_slave_and_four_years_in_the_white_house.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_af_history_the_un_whitewashed_story_of_america.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_af_history_the_un_whitewashed_story_of_america.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_against_empire.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_against_empire.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_gotham_a_family_history_of_african_americans_in_nineteenth_century_new_york_city.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_gotham_a_family_history_of_african_americans_in_nineteenth_century_new_york_city.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_gun_silver_star_the_life_and_legend.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_gun_silver_star_the_life_and_legend.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_manhattan.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_manhattan.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_marxism_the_making_of_the_black_radical_tradition.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_marxism_the_making_of_the_black_radical_tradition.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_reconstruction_in_america.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_reconstruction_in_america.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\black_skin_white_masks.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/black_skin_white_masks.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\blake_or_the_huts_of_america.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/blake_or_the_huts_of_america.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\born_in_blackness_africa_africans_and_the_making_of_the_modern_world_1471_to_the_second_world_w_ar.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/born_in_blackness_africa_africans_and_the_making_of_the_modern_world_1471_to_the_second_world_w_ar.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\carceral_apartheid_how_lies_and_white_supremacists_run_our_prisons.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/carceral_apartheid_how_lies_and_white_supremacists_run_our_prisons.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\cloud_computing_revised_and_updated_edition.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/cloud_computing_revised_and_updated_edition.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\cobalt_red_how_the_blood_of_the_congo_powers_our_lives.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/cobalt_red_how_the_blood_of_the_congo_powers_our_lives.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\college_algebra_corequisite_support.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/college_algebra_corequisite_support.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\deep_learning.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/deep_learning.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\emotional_intelligence_why_it_can_matter_more_than_iq.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/emotional_intelligence_why_it_can_matter_more_than_iq.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\empire_of_ai_dreams_and_nightmares_in_sam_altman_s_openai.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/empire_of_ai_dreams_and_nightmares_in_sam_altman_s_openai.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\forced_into_glory_abraham_lincolns_white_dream.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/forced_into_glory_abraham_lincolns_white_dream.md,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\frederick_douglass_in_washington_d_c_the_lion_of_anacostia.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/frederick_douglass_in_washington_d_c_the_lion_of_anacostia.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\from_here_to_equality_second_edition_reparations_for_black_americans_in_the_twenty_first_century.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/from_here_to_equality_second_edition_reparations_for_black_americans_in_the_twenty_first_century.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\hell_on_the_border_the_bass_reeves_trilogy_book_two.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/hell_on_the_border_the_bass_reeves_trilogy_book_two.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\hiding_in_plain_sight_the_invention_of_donald_trump_and_the_erosion_of_america.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/hiding_in_plain_sight_the_invention_of_donald_trump_and_the_erosion_of_america.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\i_never_had_it_made_an_autobiography_of_jackie_robinson.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/i_never_had_it_made_an_autobiography_of_jackie_robinson.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\impeachment_a_handbook.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/impeachment_a_handbook.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\imperial_twilight_the_opium_war_and_the_end_of_china_s_last_golden_age.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/imperial_twilight_the_opium_war_and_the_end_of_china_s_last_golden_age.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\in_byron_s_wake_the_turbulent_lives_of_lord_byron_s_wife_and_daughter_annabella_milbanke_and_ada_lovelace.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/in_byron_s_wake_the_turbulent_lives_of_lord_byron_s_wife_and_daughter_annabella_milbanke_and_ada_lovelace.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\in_the_matter_of_nat_turner_a_speculative_history.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/in_the_matter_of_nat_turner_a_speculative_history.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\introduction_to_computation_and_programming_using_python_third_edition_with_application_to_computational_modeling_and_understanding_data.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/introduction_to_computation_and_programming_using_python_third_edition_with_application_to_computational_modeling_and_understanding_data.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\isaac_newton.md,changed,no,yes,converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\john_brown.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/john_brown.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\john_henry_days_a_novel.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/john_henry_days_a_novel.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\john_jay_founding_father.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/john_jay_founding_father.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\king_leopold_s_ghost_a_story_of_greed_terror_and_heroism_in_colonial_africa.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/king_leopold_s_ghost_a_story_of_greed_terror_and_heroism_in_colonial_africa.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\lies_about_black_people_challenging_common_racist_stereotypes_on_our_path_to_common_antiracist_understanding.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/lies_about_black_people_challenging_common_racist_stereotypes_on_our_path_to_common_antiracist_understanding.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\lies_my_teacher_told_me_everything_your_american_history_textbook_got_wrong.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/lies_my_teacher_told_me_everything_your_american_history_textbook_got_wrong.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\lobbying_for_zionism_on_both_sides_of_the_atlantic.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/lobbying_for_zionism_on_both_sides_of_the_atlantic.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\mandate_for_leadership_the_conservative_promise.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/mandate_for_leadership_the_conservative_promise.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\martin_delany_frederick_douglass_and_the_politics_of_representative_identity.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/martin_delany_frederick_douglass_and_the_politics_of_representative_identity.md; converted adinkra to list,
C:\Users\digitalscorpyun\sankofa_temple\Anacostia\liberal_arts\reading_systems\anacostia_library\negro_comrades_of_the_crown_african_americans_and_the_british_empire_fight_the_u_s_before_emancipation.md,changed,no,yes,fixed path -> liberal_arts/reading_systems/anacostia_library/negro_comrades_of_the_crown_african_americans_and_the_british_empire_fight_the_u_s_before_emancipation.md; converted adinkra to list,
